name,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
"Shallots, PROCESS Cooking in water",24.0,0.07,9.0,38.0,159.0,0.0,0.2,0.31,0.1,0.01,0.03,0.0,0.116,0.1,
"Shallots, PROCESS Frying",26.0,0.04,9.0,40.0,208.0,0.001,0.3,0.18,0.2,0.02,0.03,0.0,0.078,0.7,
Shandy,2.0,,1.0,3.0,6.0,,,,0.54,,,,0.006,,0.0
Sharks,13.0,0.1,20.0,253.0,223.0,0.033600000000000005,1.32,0.52,9.5,0.14,0.052,0.0018,0.2,0.65,0.0
"Sharks, PROCESS Baking",46.0,0.06,33.0,207.0,238.0,0.042,1.1,0.45,5.232,0.1,0.07,0.0012,0.39,2.1,0.0
"Sharks, PROCESS Cooking in water",46.0,0.06,33.0,207.0,238.0,0.042,1.1,0.45,5.232,0.1,0.07,0.0012,0.39,2.1,0.0
"Sharks, PROCESS Frying",46.0,0.06,33.0,207.0,238.0,0.042,1.1,0.45,5.232,0.1,0.07,0.0012,0.39,2.1,0.0
"Sharks, PROCESS Steaming",46.0,0.06,33.0,207.0,238.0,0.042,1.1,0.45,5.232,0.1,0.07,0.0012,0.39,2.1,0.0
Sheep fresh meat,10.0,0.08,21.0,183.0,306.0,0.002,0.9,2.75,8.6,0.22,0.13,0.00156,0.266,0.1,0.0
"Sheep fresh meat, PROCESS Baking",9.0,0.12,26.0,220.0,340.0,0.004,2.2,4.5,12.7,0.26,0.13,0.003,0.29,0.07,0.0
"Sheep fresh meat, PROCESS Cooking in water",15.0,0.11,20.0,180.0,270.0,0.003,2.1,4.6,10.5,0.21,0.09,0.002,0.21,0.11,0.0
"Sheep fresh meat, PROCESS Frying",27.0,0.1,25.0,230.0,360.0,0.004,2.0,3.4,10.5,0.25,0.16,0.0022,0.37,0.54,
"Sheep fresh meat, PROCESS Steaming",15.0,0.11,20.0,180.0,270.0,0.003,2.1,4.6,10.5,0.21,0.09,0.002,0.21,0.11,0.0
Sheep kidney,8.0,0.62,18.0,270.0,260.0,0.15,5.5,2.5,12.7,2.38,0.34,0.017,0.59,0.4,0.0
"Sheep kidney, PROCESS Baking",16.0,0.339,17.0,250.0,228.0,,8.58,2.266,11.615,2.688,0.502,0.0569,0.289,0.494,0.0
"Sheep kidney, PROCESS Cooking in water",13.0,0.65,29.0,360.0,340.0,,12.0,4.1,9.6,2.3,0.56,0.079,0.3,0.41,0.0
"Sheep kidney, PROCESS Frying",14.0,0.58,21.0,350.0,280.0,0.209,11.2,3.6,14.4,3.1,0.52,0.054,0.48,0.41,0.0
"Sheep kidney, PROCESS Steaming",13.0,0.65,29.0,360.0,340.0,,12.0,4.1,9.6,2.3,0.56,0.079,0.3,0.41,0.0
Sheep liver,6.0,9.67,19.0,390.0,290.0,0.042,7.5,4.0,20.7,4.64,0.39,0.054,0.47,0.77,0.0
"Sheep liver, PROCESS Baking",5.0,7.261,20.0,346.0,251.0,,13.995,4.393,20.568,3.725,0.333,0.0312,0.352,0.547,0.0
"Sheep liver, PROCESS Cooking in water",5.0,7.261,20.0,346.0,251.0,,13.995,4.393,20.568,3.725,0.333,0.0312,0.352,0.547,0.0
"Sheep liver, PROCESS Frying",8.0,7.26,25.0,500.0,340.0,0.062,7.7,5.9,24.8,5.65,0.38,0.083,0.53,0.32,
"Sheep liver, PROCESS Steaming",5.0,7.261,20.0,346.0,251.0,,13.995,4.393,20.568,3.725,0.333,0.0312,0.352,0.547,0.0
Sheep milk,170.0,0.1,18.0,150.0,120.0,0.0024,0.03,0.7,1.7,0.32,0.08,0.0006,0.08,0.11,0.007
Sherry,8.0,0.02,8.0,7.0,64.0,,0.5,0.04,0.1,0.01,,0.0,0.02,0.0,0.0
Shiitake,3.0,0.3,14.0,29.0,120.0,0.0003,0.44,0.5,2.067,0.17,0.037,,0.05,0.1,0.0
"Shiitake, PROCESS Baking",3.0,,14.0,29.0,120.0,,0.4,,1.6,0.17,0.04,0.0,,,
"Shiitake, PROCESS Cooking in water",3.0,0.325,13.0,30.0,103.0,,0.412,0.486,1.828,0.156,0.032,0.0,0.044,0.106,0.0
"Shiitake, PROCESS Frying",18.0,0.48,8.0,76.0,190.0,0.0033,0.84,0.93,4.077,0.402,0.081,0.0,0.06,0.0,0.0
"Shiitake, PROCESS Steaming",3.0,0.325,13.0,30.0,103.0,,0.412,0.486,1.828,0.156,0.032,0.0,0.044,0.106,0.0
Short pastry dough and similar,85.0,0.1,13.0,68.0,92.0,0.001,1.27,0.4,2.1,0.02,0.19,0.0002,0.09,5.23,0.003
"Short pastry dough and similar, PROCESS Baking",99.0,0.12,15.0,79.0,106.0,0.001,1.47,0.4,2.4,0.02,0.16,0.0001,0.08,6.07,
Shortening and similar baking fats,10.0,,2.0,23.0,42.0,,0.1,,0.0,,0.0,0.0,0.0,28.5,0.013800000000000002
"Shortening and similar baking fats, QUAL Half fat or medium fat",10.0,0.0,2.0,23.0,42.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,
"Shortening and similar baking fats, QUAL Low fat (naturally or reduced)",23.0,,8.0,280.0,80.0,,,,,,,,,9.67,
"Shortening and similar baking fats, QUAL Low sodium / reduced salt",10.0,0.0,2.0,23.0,42.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,36.3,
Shrimps and prawns,79.0,0.14,34.0,180.0,330.0,0.016,1.6,1.5,5.93,0.12,0.04,0.007,0.05,2.85,0.0
"Shrimps and prawns, PROCESS Baking",83.2,0.457,26.9,189.0,103.0,0.0125,1.68,1.31,5.766,0.038,0.035,0.00135,0.112,2.75,0.0
"Shrimps and prawns, PROCESS Cooking in water",134.0,0.71,35.0,139.0,142.0,0.031,0.2,1.8,7.5,0.33,0.02,,0.042,5.1,0.0
"Shrimps and prawns, PROCESS Frying",83.2,0.457,26.9,189.0,103.0,0.0125,1.68,1.31,6.058,0.038,0.035,0.00135,0.112,2.75,0.0
"Shrimps and prawns, PROCESS Steaming",134.0,0.71,35.0,139.0,142.0,0.031,0.2,1.8,7.5,0.33,0.02,,0.042,5.1,0.0
"Shrimps, common",92.0,0.31,67.0,224.0,266.0,0.021,1.76,2.17,6.94,0.034,0.051,0.0008,0.13,4.0,0.0
"Shrimps, common, PROCESS Baking",83.2,0.457,26.9,189.0,103.0,0.0125,1.68,1.31,7.126,0.038,0.035,0.00135,0.112,2.75,0.0
"Shrimps, common, PROCESS Cooking in water",134.0,0.71,35.0,139.0,142.0,0.031,0.2,1.8,5.845,0.33,0.02,,0.042,5.1,0.0
"Shrimps, common, PROCESS Frying",83.2,0.457,26.9,189.0,103.0,0.0125,1.68,1.31,7.126,0.038,0.035,0.00135,0.112,2.75,0.0
"Shrimps, common, PROCESS Steaming",134.0,0.71,35.0,139.0,142.0,0.031,0.2,1.8,6.243,0.33,0.02,,0.042,5.1,0.0
Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids,,0.45,85.0,330.0,400.0,0.004,3.5,2.4,8.6,0.06,0.35,0.0,0.22,1.4,
Single meal replacement for weight reduction,219.0,0.12,25.0,176.0,282.0,0.005,1.48,1.3,2.9,0.31,0.19,0.0008,0.18,0.8,
Skyr,100.0,0.016,9.4,165.0,123.0,0.00643,0.045,0.521,,0.202,0.077,0.00035999999999999997,,0.005,
Smelt,60.0,0.14,30.0,230.0,290.0,,0.9,1.65,4.5,0.12,,0.00344,,,0.0
"Smelt, PROCESS Baking",37.0,0.281,27.0,271.0,373.0,,0.941,2.031,5.173,0.133,0.098,0.0038,0.187,0.115,0.0
"Smelt, PROCESS Cooking in water",37.0,0.28,27.0,271.0,372.0,,0.939,2.025,5.184,0.133,0.098,0.0038,0.187,0.115,0.0
"Smelt, PROCESS Frying",37.0,0.281,27.0,271.0,373.0,,0.941,2.031,5.173,0.133,0.098,0.0038,0.187,0.115,0.0
"Smelt, PROCESS Steaming",37.0,0.28,27.0,271.0,372.0,,0.939,2.025,5.184,0.133,0.098,0.0038,0.187,0.115,0.0
"Smoked cooked sausage-deprecated, PROCESS Baking",,,14.0,146.0,166.0,0.0092,0.822,1.688,5.472,0.113,0.203,0.0019,0.162,0.744,0.0
"Smoked cooked sausage-deprecated, PROCESS Cooking in water",20.0,0.08,15.0,230.0,233.0,0.012,1.1,1.96,6.73,0.12,0.24,0.0006,0.078,1.1,0.0
"Smoked cooked sausage-deprecated, PROCESS Steaming",,,17.0,186.0,202.0,0.0086,0.946,2.044,6.133,0.137,0.246,0.0018,0.197,0.901,0.0
"Smoked cooked sausage-deprecated, QUAL Low fat (naturally or reduced), PROCESS Baking",19.6,0.0522,13.0,103.9,132.9,0.0076,0.6,0.9,3.1,0.11,0.18,0.0002,0.24,0.3,
"Smoked cooked sausage-deprecated, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",24.0,0.08,14.0,240.0,231.0,0.012,1.1,1.9,3.5,0.11,0.26,0.0005,0.065,,
Smoked herring,9.0,0.08,32.0,318.0,341.0,0.031,0.8,0.57,14.1,0.17,0.21,0.0060999999999999995,0.563,1.0,0.0
Smoked salmon,9.0,0.02,32.0,318.0,489.0,0.016,0.2,0.42,14.1,0.17,0.21,0.005019999999999999,0.563,2.5,0.0
Snack sausages (like Cabanos and landjger),14.0,0.076,17.0,91.0,207.0,,1.045,1.993,5.626,0.166,0.247,0.0018,0.174,0.36,0.0
"Snack sausages (like Cabanos and landjger), QUAL Low fat (naturally or reduced)",24.0,0.147,28.0,214.0,372.0,,1.286,2.146,11.574,0.117,0.115,0.0007,0.51,0.568,0.0
Snails,170.0,1.7,250.0,200.0,121.0,0.05,3.5,2.0,1.9,0.18,0.13,0.005,0.1,0.8,0.0
Soft brined cheese (feta type),450.0,0.07,25.0,360.0,150.0,0.005900000000000001,0.7,2.0,5.97,0.3,0.04,0.0015,0.1,0.5,
"Soft brined cheese (feta type), QUAL Low fat (naturally or reduced)",620.0,0.07,20.0,360.0,187.0,0.0065,0.18,2.38,6.3,0.45,0.045,0.00113,0.25,0.49,0.0
Soft drink with bitter principle,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Soft drink, apple flavour",2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Soft drink, cherry flavour",2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Soft drink, flavoured with herbs",2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Soft drink, flavoured, no fruit",2.0,,,,1.0,,,,,,,0.0,0.0,,0.0
"Soft drink, lemon flavour",2.0,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0
"Soft drink, lime flavour",2.0,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0
"Soft drink, mixed flavours",2.0,,,,1.0,,,,0.001,,,0.0,0.0,,0.0
"Soft drink, orange flavour",2.0,,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
"Soft drink, with fruit juice (fruit content below the minimum for nectars)",5.0,,1.0,2.0,14.0,,,,,,,0.0,,,0.0
"Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )",620.0,0.07,23.0,380.0,96.7,0.007,0.14,5.1,5.67,0.5,0.04,0.00123,0.23,0.752,0.0
"Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)",600.0,0.07,20.0,380.0,152.0,0.0058,0.21,2.38,4.38,0.34,0.05,0.00165,0.235,0.857,0.0
Soft-ripened cheese with natural rind and other soft-ripened cheeses,950.0,0.086,26.8,500.0,71.4,0.0085,0.17,4.0,5.77,0.33,0.05,0.00138,0.09,0.663,0.0
Soft-ripened cheese with white and blue mould (cambozola type),590.0,0.07,23.0,270.0,96.7,0.004,0.14,5.1,3.83,0.5,0.04,0.00123,0.23,1.13,0.0
Soft-ripened washed-rind cheese (limburger type),700.0,0.07,20.0,300.0,250.0,0.0065,0.1,2.0,4.6,0.21,0.03,0.002,0.063,0.6,0.0
Sole,17.0,0.01,17.0,200.0,230.0,0.06,0.5,0.4,7.0,0.08,0.09,0.001,0.314,0.8,0.0
"Sole, PROCESS Baking",57.2,0.027,31.3,260.0,250.0,0.0174,0.9,0.58,5.409,0.2,0.07,0.0007,1.0,0.8,0.0
"Sole, PROCESS Cooking in water",16.0,0.02,25.0,179.0,262.0,0.051,0.4,0.46,5.4,0.12,0.06,0.001,0.15,0.8,0.0
"Sole, PROCESS Frying",35.0,0.045,53.0,212.0,317.0,,0.821,0.507,7.559,0.109,0.058,0.0011,0.241,0.901,0.0
"Sole, PROCESS Steaming",16.0,0.02,25.0,179.0,262.0,0.051,0.4,0.46,5.4,0.12,0.06,0.001,0.15,0.8,0.0
Sorbet,8.0,,3.0,2.0,32.0,,0.1,0.02,0.4,0.01,0.01,,0.012,,0.0
Sorghum flour,40.0,0.7,150.0,260.0,370.0,,6.0,1.0,3.083,0.19,0.25,0.0,0.6,0.044,0.001
Sorrel,44.0,0.13,103.0,63.0,390.0,0.0009,2.4,0.2,1.367,0.1,0.04,0.0,0.122,,0.0
Sour cherries,12.0,0.07,10.0,20.0,248.0,0.001,0.4,0.1,0.417,0.02,0.02,0.0,0.04,0.1,0.0
Sour cream products,104.0,0.01,11.0,79.0,130.0,0.0,,0.31,0.8,0.15,0.26,0.0002,0.035,0.5,0.0
"Sour cream products, QUAL Half fat or medium fat",100.0,0.023,11.0,80.0,130.0,,0.1,0.4,0.7,0.17,0.04,0.0003,0.04,0.6,0.0
"Sour cream products, QUAL Low fat (naturally or reduced)",100.0,0.025,11.0,80.0,144.0,,0.06,0.43,0.667,0.15,0.035,0.0003,0.017,0.3,0.0
"Sour cream, plain",104.0,0.01,11.0,79.0,130.0,,,0.31,0.8,0.15,0.26,0.0002,0.035,0.5,0.0
"Sour cream, plain, QUAL Half fat or medium fat",100.0,0.023,11.0,80.0,130.0,,0.1,0.4,0.7,0.17,0.04,0.0003,0.04,0.6,0.0
"Sour cream, plain, QUAL Low fat (naturally or reduced)",100.0,0.025,11.0,80.0,144.0,,0.06,0.43,0.667,0.15,0.035,0.0003,0.017,0.3,0.0
Soy sauce,47.0,0.01,37.0,23.0,485.0,0.0005,5.3,0.2,4.9,0.08,0.05,0.0,,,0.058
"Soya bean oil, refined",4.0,0.01,0.0,0.0,,0.001,,,0.0,0.0,0.0,0.0,0.0,28.4,0.1839
Soya drink,89.0,0.05,18.0,89.0,119.0,0.004,0.31,0.3,0.749,0.05,0.06,,0.03,0.32,0.003
Soya proteins,210.0,2.92,240.0,600.0,1660.0,0.009,6.9,3.9,10.6,0.28,0.75,0.0,0.46,1.5,
Soya yoghurt,14.0,0.114,15.0,72.0,94.0,0.002,0.45,0.2,0.849,0.21,0.11,0.0,0.05,1.91,0.003
"Soya yoghurt, QUAL Half fat or medium fat",120.0,,15.0,115.0,80.0,,0.3,,,0.21,0.02,0.00038,,,
Soyabeans sprouts,32.0,0.23,19.0,75.0,235.0,,0.897,0.96,3.9,0.163,0.157,0.0,0.16,0.09,0.0
"Soyabeans sprouts, PROCESS Cooking in water",33.0,0.238,16.0,75.0,194.0,,0.803,0.894,3.659,0.143,0.13,0.0,0.135,0.095,0.0
"Soyabeans sprouts, PROCESS Steaming",33.0,0.238,16.0,75.0,194.0,,0.803,0.894,3.659,0.143,0.13,0.0,0.135,0.095,0.0
Speculaas,39.0,0.06,14.0,125.0,124.0,0.004,1.2,0.5,2.158,0.03,0.02,,0.007,2.8,0.002
Spelt flour,8.0,0.101,31.0,116.0,135.0,0.0235,1.161,1.547,3.583,0.1,0.3,0.0,0.3,0.3,0.0
"Spelt flour, wholemeal",8.0,0.46,109.0,286.0,407.0,,9.68,3.363,4.5,0.026,0.51,0.0,0.175,1.4,0.0
Spelt grain,25.0,0.4,136.0,422.0,415.0,,4.35,3.65,9.457,0.155,0.303,0.0,0.3,0.22,0.0
"Spelt grain, PROCESS Baking",12.0,0.14,37.0,122.0,115.0,,1.198,0.917,2.121,0.025,0.065,0.0,0.046,0.377,0.0
"Spelt grain, PROCESS Cooking in water",12.0,0.14,37.0,122.0,115.0,,1.198,0.917,2.193,0.026,0.086,0.0,0.051,0.377,0.0
"Spelt grain, PROCESS Steaming",12.0,0.14,37.0,122.0,115.0,,1.198,0.917,2.193,0.026,0.086,0.0,0.051,0.377,0.0
Spelt rolled grains,111.0,0.4,101.0,379.0,509.0,,3.5,2.32,9.457,0.38,0.59,0.0,0.3,0.22,0.0
Spice cakes,31.0,0.06,8.0,103.0,,0.008,0.9,0.65,0.667,0.14,0.03,0.00065,0.049,2.2,
Spinaches,105.0,0.11,55.0,62.0,539.0,,2.0,1.1,1.8,0.2,0.21,0.0,0.132,1.2,0.381
Spinaches and similar-,105.0,0.11,55.0,62.0,539.0,,2.0,1.1,1.9,0.2,0.21,0.0,0.132,1.2,0.381
"Spinaches and similar-, PROCESS Baking",129.0,0.1,69.0,50.0,610.0,,3.763,0.818,1.516,0.211,0.091,0.0,0.219,1.484,0.42
"Spinaches and similar-, PROCESS Cooking in water",84.0,0.08,77.0,71.0,711.0,,2.4,1.2,1.5,0.15,0.05,0.0,0.075,3.5,0.426
"Spinaches and similar-, PROCESS Steaming",84.0,0.08,77.0,71.0,711.0,,2.4,1.2,1.5,0.15,0.05,0.0,0.075,3.5,0.401
"Spinaches, PROCESS Baking",196.0,0.23,90.6,56.0,466.0,0.0015,3.57,0.72,1.516,0.15,0.05,,0.242,1.33,0.42
"Spinaches, PROCESS Cooking in water",84.0,0.08,77.0,71.0,711.0,,2.4,1.2,1.083,0.15,0.05,0.0,0.075,3.5,0.426
"Spinaches, PROCESS Steaming",84.0,0.08,77.0,71.0,711.0,,2.4,1.2,1.5,0.15,0.05,,0.075,3.5,0.401
Spiny and rock lobsters,68.0,0.381,20.0,215.0,500.0,0.13,1.3,2.0,6.167,0.08,0.15,0.0005,0.21,0.2,0.0
"Spiny and rock lobsters, PROCESS Baking",74.0,0.801,26.0,254.0,225.0,,1.024,1.928,3.941,0.095,,0.0011,1.28,1.772,0.0
"Spiny and rock lobsters, PROCESS Cooking in water",63.0,0.42,51.0,229.0,208.0,0.0238,1.41,7.27,8.7,0.06,,0.00404,0.17,1.5,0.0
"Spiny and rock lobsters, PROCESS Frying",82.0,0.435,22.0,233.0,511.0,,1.329,2.406,6.515,0.087,,0.0005,0.202,0.241,0.0
"Spiny and rock lobsters, PROCESS Steaming",64.0,0.701,23.0,222.0,197.0,,0.896,1.686,5.526,0.083,,0.0009,0.995,1.549,0.0
Spirits made from stone fruits,2.0,0.019,1.0,3.0,2.0,,,0.15,,,,0.0,,0.0,0.0
Spirulina,325.0,0.2,100.0,11.0,127.0,,4.0,1.1,1.45,0.34,0.22,0.0,0.2,2.7,0.0
Sponge cake,35.0,0.07,11.0,135.0,95.0,0.01,1.4,0.89,1.438,0.17,0.04,0.0007099999999999999,0.075,2.0,0.002
"Sponge cake dough (gnoise), PROCESS Baking",35.0,0.07,11.0,135.0,95.0,0.01,1.4,0.89,2.021,0.17,0.04,0.0007099999999999999,0.075,2.0,0.005
"Sponge cake dough (gnoise), PROCESS Steaming",28.0,0.055,8.0,120.0,104.0,,1.129,0.87,2.021,0.217,0.069,0.001,0.047,1.059,0.005
Sponge cake roll,48.0,0.06,17.0,71.0,130.0,0.003,0.5,0.38,1.57,0.1,0.03,0.00022,0.063,1.4,0.004
Sprat,,0.048,20.0,220.0,230.0,0.01,0.7,1.6,8.4,0.26,0.04,0.007,0.23,2.5,
"Sprat, PROCESS Baking",40.0,0.138,33.0,265.0,361.0,,1.102,0.84,7.412,0.233,0.038,0.009,0.424,1.649,0.0
"Sprat, PROCESS Cooking in water",42.0,0.138,33.0,264.0,336.0,,1.095,0.887,6.127,0.192,0.037,0.0085,0.392,1.68,0.0
"Sprat, PROCESS Frying",120.0,0.11,46.0,300.0,410.0,0.013,1.4,2.1,7.6,0.2,0.038,0.009,0.27,5.58,0.0
"Sprat, PROCESS Steaming",42.0,0.138,33.0,264.0,336.0,,1.095,0.887,6.127,0.192,0.037,0.0085,0.392,1.68,0.0
Spreadable vegetable fat-deprecated,10.0,,2.0,23.0,42.0,0.0,0.1,,0.206,,,0.0,,12.0,
"Spreadable vegetable fat-deprecated, QUAL Half fat or medium fat",10.0,,2.0,23.0,42.0,0.0,0.1,,0.363,,,0.0025,2.5,15.5,0.043
"Spreadable vegetable fat-deprecated, QUAL Low fat (naturally or reduced)",10.0,,2.0,23.0,25.0,0.0,0.1,,0.363,,,0.0025,5.0,15.5,0.043
"Spreadable vegetable fat-deprecated, QUAL Low sodium / reduced salt",10.0,,2.0,23.0,42.0,0.0,0.1,,0.07,,,0.0,,20.0,0.043
Spring onions,91.0,0.04,14.0,32.0,233.0,0.001,0.8,0.35,1.017,0.04,0.02,0.0,0.088,0.3,0.0
"Spring onions, PROCESS Baking",153.0,0.088,12.0,26.0,252.0,,1.314,1.095,1.078,0.062,0.128,0.0,0.197,0.274,0.0
"Spring onions, PROCESS Cooking in water",50.0,0.06,13.0,51.0,316.0,0.0,0.8,0.74,0.824,0.04,0.03,0.0,0.065,0.4,0.0
"Spring onions, PROCESS Frying",5.78,0.08,12.7,30.5,247.0,0.0001,0.481,0.22,1.72,0.094,0.05,0.0,0.305,2.9,
"Spring onions, PROCESS Steaming",50.0,0.06,13.0,51.0,316.0,0.0,0.8,0.74,0.4,0.04,0.03,0.0,0.065,0.4,
Spring rolls,34.0,0.09,16.0,81.0,166.0,0.003,1.0,0.73,2.0,0.08,0.09,0.00017,0.085,1.2,0.014
"Sprouts, shoots and similar",40.0,0.08,21.0,48.0,74.0,0.001,1.0,0.6,1.5,0.4,0.22,0.0,0.12,0.1,0.005
"Sprouts, shoots and similar, PROCESS Cooking in water",40.0,0.01,14.0,37.0,74.0,0.001,1.0,0.3,3.659,0.4,0.22,0.0,0.09,0.1,0.0
"Sprouts, shoots and similar, PROCESS Steaming",40.0,0.01,14.0,37.0,74.0,0.001,1.0,0.3,1.4,0.4,0.22,0.0,0.09,0.1,0.0
Squids,27.0,0.98,28.0,143.0,273.0,0.066,0.6,1.1,5.9,0.05,0.07,0.002,0.69,1.2,
"Squids, PROCESS Cooking in water",,,,,,,1.0,,,,,0.002,,,
"Squids, PROCESS Frying",12.7,,14.8,146.0,73.9,0.0245,0.26,0.87,1.13,0.06,0.02,0.0018700000000000001,0.1,10.9,0.0078
"Squids, PROCESS Steaming",,,,,,,1.0,,,,,0.002,,,
"Squids, cuttlefishes, octopuses",27.0,0.98,28.0,143.0,273.0,0.066,0.6,1.1,5.9,0.05,0.07,0.002,0.69,1.2,
"Squids, cuttlefishes, octopuses, PROCESS Cooking in water",,,,,,,1.0,,,,,0.002,,,
"Squids, cuttlefishes, octopuses, PROCESS Frying",27.0,,36.0,143.0,273.0,,1.0,1.2,,0.13,0.14,0.002,0.71,1.75,
"Squids, cuttlefishes, octopuses, PROCESS Steaming",,,,,,,1.0,,,,,0.002,,,
Starchy pudding,125.0,0.13,10.0,93.0,128.0,0.0024,0.1,0.88,0.9,0.15,0.03,0.00035,0.03,0.1,0.0
"Sticks, salty",36.0,0.26,35.0,110.0,141.0,,4.3,0.9,8.0,0.62,0.46,,0.12,1.3,0.005
"Stock cube or granulate, beef",13.0,0.71,7.0,,112.0,0.0,0.7,0.15,9.35,0.1,0.1,0.0006,,,0.0
Stock cubes or granulate (bouillon base),13.0,0.71,,,112.0,,0.7,0.15,9.35,0.1,0.1,0.0006,,,0.0
"Stock cubes or granulate (bouillon base), QUAL Low sodium / reduced salt",256.3,0.2267,132.2,371.5,1618.3,0.0016,,1.9,9.7,0.1,0.0,0.0001,0.0,1.2,
"Stock cubes or granulate, chicken",13.0,0.01,,,112.0,0.0005,0.7,0.15,5.0,0.1,0.1,,,0.01,0.0
"Stock cubes or granulate, vegetables",13.0,0.05,,,112.0,,0.7,0.15,3.3,0.1,0.1,0.0,,,0.0
Stockfish,70.0,0.019,12.0,300.0,78.0,0.156,0.5,0.38,5.67,0.09,0.08,0.001,0.2,0.5,0.0
"Stockfish, PROCESS Baking",84.0,0.08,48.0,240.0,350.0,,0.347,0.491,6.123,0.049,0.053,0.0013,0.194,1.13,0.0
"Stockfish, PROCESS Cooking in water",84.0,0.08,48.0,240.0,350.0,0.02,0.347,0.491,6.123,0.049,0.053,0.0013,0.194,1.13,0.0
"Stockfish, PROCESS Steaming",84.0,0.08,48.0,240.0,,0.02,0.347,0.491,6.123,0.049,0.053,0.0013,0.194,1.13,0.0
Stout beer,4.0,0.08,8.0,26.0,48.0,,0.2,0.01,1.0,0.03,0.001,0.0001,0.08,0.0,0.0
Strawberries and similar-,15.0,0.04,13.0,29.0,183.0,,0.5,0.12,0.7,0.03,0.02,0.0,0.056,0.4,0.005
Sturgeon,18.0,,,239.0,330.0,,0.5,,5.6,,,,,,
Sturgeon roe,50.0,0.04,22.0,300.0,60.0,0.008,1.0,0.8,5.983,1.0,,0.00545,0.32,1.6,0.0
Sucrose (common sugar),,0.02,2.0,,4.0,,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun-dried tomatoes,110.0,1.42,194.0,356.0,3427.0,0.006,9.1,1.99,9.0,0.49,0.53,,0.332,,0.024
"Sunflower seed oil, edible",,,,,,0.002,,,0.0,0.0,0.0,0.0,0.0,76.0,0.0057
Sunflower seeds,79.0,2.27,363.0,640.0,660.0,0.049,4.9,5.4,10.8,0.17,1.62,0.0,1.3,37.8,
"Sunflower seeds, PROCESS Baking",110.0,2.35,400.0,660.0,730.0,0.051,6.6,5.3,8.801,0.165,0.864,0.0,0.693,39.11,
"Sunflower seeds, PROCESS Cooking in water",75.0,1.37,296.0,641.0,609.0,,5.035,5.368,9.632,0.202,1.279,0.0,0.921,36.198,
"Sunflower seeds, PROCESS Steaming",75.0,1.37,296.0,641.0,609.0,,5.035,5.368,9.632,0.202,1.279,0.0,0.921,36.198,
"Sunflower shoots and sprouts, PROCESS Steaming",2.0,0.42,7.0,50.0,392.0,0.0009,0.6,0.97,7.1,0.41,0.09,0.0,0.04,0.06,
Swedes,80.0,0.01,6.0,20.0,200.0,,0.5,0.08,1.15,0.03,0.03,0.0,0.1,,0.005
"Swedes, PROCESS Baking",48.0,0.083,9.0,31.0,183.0,,0.411,0.088,1.032,0.052,0.042,0.0,0.172,0.211,0.005
"Swedes, PROCESS Cooking in water",80.0,0.01,4.0,20.0,200.0,,0.5,0.1,0.914,0.03,0.03,0.0,0.07,,0.005
"Swedes, PROCESS Steaming",80.0,0.01,4.0,20.0,200.0,,0.5,0.1,1.05,0.03,0.03,0.0,0.07,,0.005
Sweet almond pastry mass,125.0,0.29,130.0,285.0,368.0,0.003,1.6,1.47,1.8,0.33,0.06,0.00016,0.037,9.4,
"Sweet almond pastry mass, PROCESS Baking",54.0,0.364,61.0,161.0,374.0,,3.265,1.121,2.453,0.088,0.061,0.0002,0.036,3.542,0.002
Sweet confectionery-deprecated,4.0,0.05,2.0,3.0,5.0,,0.2,0.04,0.117,,,0.0,,,0.0
"Sweet confectionery-deprecated, QUAL Low / Reduced sugar",1.0,0.005,1.0,0.0,2.0,,0.0,0.018,0.017,0.11,0.0,0.0,0.001,0.0,0.0
"Sweet confectionery-deprecated, QUAL Sugar free",4.0,0.05,2.0,3.0,5.0,,0.2,0.04,0.017,0.0,0.0,0.0,,0.0,0.0
Sweet corn,52.0,0.099,15.0,28.0,314.0,0.0004,0.8,0.79,0.483,0.075,0.08,0.0,0.02,0.04,0.003
